"fen","material_cmp","castle_white_kingside","castle_white_queenside","castle_black_kingside","castle_black_queenside"
"8/kp4R1/1r4p1/5p1p/p7/5B1P/4KPP1/8 w - - 0 32","1","0","0","0","0"
"rnb1k2r/ppppnppp/1q6/4p3/2BNP3/5N2/PPP2PPP/R1BQK2R b KQkq - 0 7","1","1","1","1","1"
"rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3","0","1","1","1","1"
"3r2k1/1R3pp1/7p/1p6/1Bb5/P2p2PP/2r2P2/3R1K2 w - - 4 31","-1","0","0","0","0"
"r3kbnr/ppp1qppp/8/3p1B2/Q7/4P3/PPP2PPP/RNB1K2R b KQkq - 2 8","1","1","1","1","1"
"8/8/8/6K1/8/p1kR4/P5PP/8 b - - 0 40","1","0","0","0","0"
"r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4","0","1","1","1","1"
"3r1rk1/pp2qppp/8/2pPn3/6b1/P1P2PP1/1P4BP/RN1QR1K1 b - - 0 15","1","0","0","0","0"
"8/3k1pR1/p4PP1/8/5PK1/1q6/8/8 b - - 0 55","-1","0","0","0","0"
"rnbqkbnr/pp2pppp/8/3p4/2PP4/8/PP3PPP/RNBQKBNR b KQkq - 0 4","0","1","1","1","1"
"r2qk2r/ppp2ppp/2nbp3/3p1b2/3PnB2/2PBPP2/PP1NQ1PP/R3K1NR b KQkq - 0 8","0","1","1","1","1"
"2k1r3/p3qpp1/1p2r3/1Qp1n2p/5B1P/6P1/PP3PB1/2R3K1 w - - 0 22","-1","0","0","0","0"
"r1bqkbnr/pp3ppp/3p4/4p3/4P3/2NQ4/PPP2PPP/R1B1KB1R b KQkq - 1 7","0","1","1","1","1"
"rnbqkbnr/pp2pppp/8/3p4/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4","0","1","1","1","1"
"r4k2/ppp3pp/8/3p1r2/3n4/b2PBP2/PPP3PP/R3RK2 b - - 1 17","-1","0","0","0","0"
"rnbqkb1r/pp2pppp/3p1n2/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4","0","1","1","1","1"
"rnbqk1nr/pppp1pbp/6p1/3Pp3/4P3/4B3/PPP2PPP/RN1QKBNR b KQkq - 0 4","0","1","1","1","1"
"rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2P2N2/PP2PPPP/RNBQKB1R b KQkq - 0 3","0","1","1","1","1"
"r1bq1rk1/1p2n1bp/p1npp1p1/2p2p2/4PPP1/2NP3P/PPP1N1B1/R1BQ1RK1 w - - 0 11","0","0","0","0","0"
"5r2/1R5p/r5p1/3Bp1k1/p3P3/7R/1KP3PP/8 w - - 2 35","1","0","0","0","0"
"4r1k1/pp1qrppp/2p2n2/3p4/3P4/2N3Q1/PPP2PPP/R3R1K1 w - - 6 17","0","0","0","0","0"
"r1bqkbnr/ppp2ppp/2np4/4p3/4PP2/2P2N2/PP1P2PP/RNBQKB1R b KQkq - 1 4","0","1","1","1","1"
"rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2","0","1","1","1","1"
"r1bqkb1r/ppp2pp1/1n2p1n1/7p/7P/2P3Q1/PPB2PP1/RNB1K1NR b KQkq - 1 11","-1","1","1","1","1"
"3r4/p3kpbp/1p2p1p1/8/1nP5/1P3N2/P5PP/1K1R3R b - - 3 21","1","0","0","0","0"
"r2qk2r/ppp2ppp/2n1pn2/3p1b2/1b6/1PN1PN1P/PBPPBPP1/R2QK2R b KQkq - 2 7","0","1","1","1","1"
"6k1/1pq1bppp/3p4/1p1Pp3/1Q4PP/1PR2N2/rKP2P2/r7 w - - 4 25","-1","0","0","0","0"
"rnbqkb1r/ppp2ppp/4pn2/3p4/8/1P2PN2/P1PP1PPP/RNBQKB1R w KQkq - 1 4","0","1","1","1","1"
"r2q1rk1/pp1bppbp/2np1np1/2p5/4P3/2NP1NP1/PPPB1PBP/R2Q1RK1 w - - 6 9","0","0","0","0","0"
"rnbqkbnr/pp2pppp/2p5/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3","0","1","1","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"5rk1/pp5p/2p2pp1/8/1P3n2/P2P1P1P/1B3PP1/2R1rBK1 w - - 0 24","-1","0","0","0","0"
"rnbqkbnr/pp1p2pp/2p1pp2/8/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq - 1 4","0","1","1","1","1"
"3rr3/2p3p1/p1R1p1kb/1p3p2/7R/7P/PPP2PP1/6K1 w - - 1 28","-1","0","0","0","0"
"rnb1k2r/ppq1b1p1/2pp1n1p/2P1pp2/2BP3P/4PPP1/PP6/RNBQK1NR w KQkq - 3 9","0","1","1","1","1"
"6k1/p4rbR/4pqp1/3p1p2/2nP1P2/2P2KNQ/r7/7R b - - 1 33","-1","0","0","0","0"
"2k5/pp3p2/4p3/3pPPP1/2pP2P1/P1P3K1/1P4Q1/6q1 b - - 2 43","1","0","0","0","0"
"3rr1k1/ppp2ppp/8/8/3p1N2/1P1PbKPP/PBP2q2/3R4 w - - 3 25","-1","0","0","0","0"
"r1b2rk1/pp2qppp/8/8/3pn3/3B3P/PP2QPPN/R3K2R b KQ - 1 16","-1","1","1","0","0"
"r2qk2r/pbpp1ppp/1pn1pn2/3P4/1bP2B2/2N1PN2/PP3PPP/R2QKB1R b KQkq - 0 7","0","1","1","1","1"
"rn1qkb1r/ppp1pppp/5n2/3p4/3P1Pb1/4P3/PPP3PP/RNBQKBNR w KQkq - 1 4","0","1","1","1","1"
"rnbqk2r/pppp1ppp/5n2/2b1p3/2P5/2N4P/PP1PPPP1/R1BQKBNR w KQkq - 1 4","0","1","1","1","1"
"8/2r3k1/7p/3N2p1/3Pn3/7P/6P1/6K1 w - - 0 43","-1","0","0","0","0"
"r1bqk2r/ppp2ppp/4p3/3pP3/1b3BQ1/2PBP3/PP3PPP/RN2K2R b KQkq - 0 9","1","1","1","1","1"
"r1bqk2r/pp1nbppp/2p1p3/8/4Q3/3B1N2/PPPP1PPP/R1B1K2R b KQkq - 3 10","0","1","1","1","1"
"r1bqkbnr/ppp2ppp/2n1p3/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 0 4","0","1","1","1","1"
"r1bqkbnr/pp1ppp1p/2n3p1/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 0 4","0","1","1","1","1"
"r1bqk2r/pppp1ppp/2n1pn2/8/3P2PP/2P2Pb1/PP1KP3/RNBQ1BNR b kq - 2 6","0","0","0","1","1"
"5rk1/4qr1p/p3p1p1/1p2P3/2p1Bn2/P1P2P1P/1P2Q1P1/3RR1K1 w - - 3 33","1","0","0","0","0"
"r2qkb1r/ppp2ppp/2npbn2/4p3/4P3/P2P1P1P/1PP3P1/RNBQKBNR w KQkq - 1 6","0","1","1","1","1"
"r2q1rk1/3b1pb1/3p1npp/1p2p3/pP1nP3/P2P1P2/3NBBPP/1NRQ1RK1 b - - 2 17","0","0","0","0","0"
"r1b1r3/pp3kpp/4nn2/8/1bqP4/2N5/PP3PPP/R1BQK2R w KQ - 3 13","-1","1","1","0","0"
"3rr1k1/3q2pp/5b2/3pp3/R1pN4/8/1PQ2PPP/2B1R1K1 b - - 0 28","1","0","0","0","0"
"r6k/pp3Qpp/8/1r2P3/1q1P4/5R2/PP4PP/R5K1 w - - 1 24","1","0","0","0","0"
"r1bqkb1r/pp1n1ppp/2p2n2/4P3/3Q4/2N2N2/PPP3PP/R1B1KB1R b KQkq - 0 8","0","1","1","1","1"
"r1b1kbnr/ppp2ppp/8/4n3/8/1N1PP1P1/PP3K1P/RN3Q2 b kq - 2 14","-1","0","0","1","1"
"5rk1/ppp3pp/3p2qn/3P1p2/2B4Q/P2PBP2/1PP3P1/4RK2 b - - 2 23","1","0","0","0","0"
"r4rk1/pp2pp1p/2n3p1/q1P4P/2P5/2b1BQ2/PP4P1/R3K2R w KQ - 0 18","-1","1","1","0","0"
"r3kbnr/pppbq1pp/2n1pp2/3p4/3P3B/P1N1PN2/1PP2PPP/R2QKB1R b KQkq - 0 7","0","1","1","1","1"
"3r4/1kp1b2n/pp6/3P1Q2/1P2pN1q/P3P1p1/2PN3p/1R1KR2B w - - 1 43","1","0","0","0","0"
"r1bqk2r/pppp1ppp/2n2n2/2b5/2Pp1B2/5N1P/PP2PPP1/RN1QKB1R w KQkq - 1 6","-1","1","1","1","1"
"8/3Bk2K/4P3/5nP1/8/8/8/8 w - - 1 58","1","0","0","0","0"
"3k1b1r/B1pq2p1/5p2/4p2p/4p3/1Q6/PPP1NPPP/5RK1 w - - 2 20","1","0","0","0","0"
"rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3","0","1","1","1","1"
"r1b2rk1/2b1q1B1/p1p1p3/2pp1p2/N1Pn2N1/1P1P2PP/P4P2/R2Q1RK1 b - - 0 20","1","0","0","0","0"
"3k4/6R1/3K4/8/8/8/8/8 w - - 21 78","1","0","0","0","0"
"rnb2rk1/pp3ppp/2p1p1n1/8/8/1P3Q1P/2P2PP1/qNKR2NR w - - 4 15","-1","0","0","0","0"
"1r3rk1/p4p1p/5Q1p/q7/1bP5/1PN5/P1P1NPPP/R4RK1 w - - 1 18","1","0","0","0","0"
"rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","0","1","1","1","1"
"r1b1k1nr/p4ppp/2p5/b7/8/1Pp1B3/1P3PPP/4K1NR w Kkq - 0 13","-1","1","0","1","1"
"r3k2q/p7/1pp1p1Q1/3pP3/5R2/2P1PP2/PP6/2K5 b - - 9 37","1","0","0","0","0"
"5r1k/p1R3bp/2p3p1/5p2/8/2P5/PPK4P/8 b - - 0 28","-1","0","0","0","0"
"rnbqk2r/ppp2ppp/3bpn2/3p4/3P1P2/4PN2/PPP3PP/RNBQKB1R w KQkq - 3 5","0","1","1","1","1"
"r2qkb1r/pppnppp1/5n2/3p3p/2PP2bP/5NP1/PP2PPB1/RNBQK2R b KQkq - 0 6","0","1","1","1","1"
"6k1/6p1/8/5pK1/4q3/5r2/8/8 b - - 5 48","-1","0","0","0","0"
"4r2k/2R3Rp/p4np1/1p2p3/6P1/P6P/4q1BK/8 b - - 0 28","-1","0","0","0","0"
"r1bqkb1r/pp2pppp/2n2n2/8/8/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 5","1","1","1","1","1"
"5r2/1p3pk1/2p3p1/3p2Np/Pp6/6P1/1P5K/3R1R2 w - - 6 33","1","0","0","0","0"
"4r3/p1p1r2k/1p4q1/8/2P1B1pP/1P6/P7/1Q1R2K1 b - - 1 32","-1","0","0","0","0"
"r4rk1/pp1q1ppp/1bn2n2/1N1p3b/1P6/P3PN1P/1B2BPP1/R2Q1RK1 b - - 4 14","0","0","0","0","0"
"r1b1kb1r/ppq2ppp/5n2/3p4/3N4/8/PPP1PPPP/R2QKB1R b KQkq - 3 9","-1","1","1","1","1"
"r1bqk1nr/pppp1pbp/4p1p1/7P/2n5/4P3/PPPPQPP1/RNB1K1NR w KQkq - 0 7","-1","1","1","1","1"
"r1b1r1k1/ppq1bppp/2n2n2/2p5/3pNPP1/3P3P/PPP1N1B1/R1BQ1RK1 b - - 2 12","0","0","0","0","0"
"rnbqkbnr/pp1ppppp/8/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2","0","1","1","1","1"
"R6r/1p2kppp/1p2pn2/8/8/NP6/4bPPP/4q1KR w - - 0 19","-1","0","0","0","0"
"r1q4r/5k2/1np1pbR1/p6p/Pp1PP3/1B3P2/1P1Q1P1P/1K4R1 b - - 2 20","-1","0","0","0","0"
"8/8/1k6/4R2P/1P2p1P1/1P2K3/1P6/8 b - - 0 43","1","0","0","0","0"
"rnb1kb1r/pp3ppp/1qpp4/4p3/2B1P1n1/2NP1N2/PPPB1PPP/1R1QK2R w Kkq - 4 8","0","1","0","1","1"
"r2qkbnr/p1pppppp/np6/8/4P3/1P6/P1PPQPPP/RNB1K1NR b KQkq - 1 4","0","1","1","1","1"
"2r1bq1k/p3b1pp/2R5/3B1n2/8/1QN3PP/PP3P2/3R2K1 w - - 5 25","1","0","0","0","0"
"rnbqkb1r/pp3ppp/2p2n2/4p3/4P3/2N5/PPPB1PPP/R2QKBNR w KQkq - 0 6","0","1","1","1","1"
"r2k2nr/pp1P3p/2n1bq2/2Q5/6p1/P1P1PN2/6PP/R1B1KB1R b KQ - 0 16","1","1","1","0","0"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"6nr/6p1/2k1p2p/p1BPPp2/P7/8/5PPP/R2R2K1 b - - 0 25","1","0","0","0","0"
"rr4k1/2nnppbp/3p2p1/2pP4/4P3/PqN2N2/1P1BQPPP/1R3RK1 w - - 5 16","1","0","0","0","0"
"rnb2k1r/ppppb1pp/5n2/4BQ2/4N3/3PPN2/PPP2PPP/R3K2R b KQ - 0 12","1","1","1","0","0"
"2kr3r/ppp2ppp/2nb1q2/8/8/1B2Q3/PP1P1PPP/R1BKR3 w - - 7 14","0","0","0","0","0"
"r1b1k2r/4bppp/pqnp4/1p1Bp3/4P3/5P2/PPP1Q1PP/RNB1K2R b KQkq - 2 12","0","1","1","1","1"
"1R6/1p4p1/p3k2p/P7/3P4/r6P/6P1/6K1 b - - 5 47","0","0","0","0","0"
"rnbq1rk1/ppppbppp/5n2/8/3P4/2PB1N2/PP3PPP/RNBQK2R b KQ - 4 6","0","1","1","0","0"
"r1bq2k1/1pp2Rpp/p2p4/n7/P3P3/3PP1nP/BPP3P1/RN1Q2K1 b - - 0 13","1","0","0","0","0"
"2r2bnr/ppN3pp/2p2p2/4k3/2B1P3/8/PPP2PPP/2KR3R w - - 2 15","1","0","0","0","0"
"r6k/6pp/8/8/2PpB3/3P3n/3KP3/8 w - - 0 31","-1","0","0","0","0"
"rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3","0","1","1","1","1"
"1k1r1b1r/ppp2p2/3pqn1p/2n5/4P1p1/2N1Q1B1/PPP1BPPP/2KR3R b - - 1 15","0","0","0","0","0"
"6k1/1pp5/p2p4/n2N1p2/P2P2bP/NKP5/1P2r3/R7 w - - 2 31","0","0","0","0","0"
"4r1k1/p4pp1/1q3n1p/3p4/2p2P2/Q4N2/P4PKP/8 b - - 3 25","-1","0","0","0","0"
"r1bqk2r/pppp1ppp/2n2n2/4p3/1bB1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 5","0","1","1","1","1"
"r1bqk2r/1pp2ppp/pbnp1n2/P3p3/1PB1P3/2P2Q1P/3P1PP1/RNB1K1NR b KQkq - 0 8","0","1","1","1","1"
"r1bq1rk1/ppp2pp1/2nb1n1p/3p4/8/2PBBN2/PP1N1PPP/R2Q1RK1 w - - 4 12","-1","0","0","0","0"
"2kr4/ppp5/5p2/6p1/8/P1P1Pqb1/1P1B3r/R4K2 w - - 0 31","-1","0","0","0","0"
"1B1bk2r/5pp1/2p3np/4p3/2p1P3/2N2P2/PPP2P1P/2KR4 w k - 4 19","1","0","0","1","0"
"rnbqk2r/pp1pb3/4p1p1/4Pp1p/3P4/5Q1N/PPP2PPP/RNB2RK1 b kq - 3 10","1","0","0","1","1"
"r2q1rk1/pppnbppp/3p4/3P4/3B4/3B1P2/PPPQ2PP/2KR3R b - - 0 13","0","0","0","0","0"
"1qr3k1/2N2pbp/3p2p1/Q1pPpn2/1PP1n3/4BN1P/5PP1/5RK1 w - - 5 24","0","0","0","0","0"
"rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2","0","1","1","1","1"
"r5k1/p5p1/1p1b1pNp/2q1np2/1R6/2PQ4/6PP/2B4K w - - 1 32","-1","0","0","0","0"
"r2q1rk1/pp1N2pp/3bp3/3p4/3P1B2/8/PPP1Q1PP/4RRK1 b - - 0 15","1","0","0","0","0"
"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3","0","1","1","1","1"
"3rkb1r/pQ2p1p1/2n2n1p/3q4/5P2/5P2/PP5P/RNB2R1K w - - 1 16","-1","0","0","0","0"
"8/8/1p1rpk2/2b3p1/Pp4R1/1P4P1/5P2/5BK1 w - - 4 34","0","0","0","0","0"
"rnbqkbnr/pp2pppp/3p4/8/4P3/2N2N2/PP3PPP/R1BQKB1R b KQkq - 0 5","-1","1","1","1","1"
"r2qkbnr/pp3ppp/2b1p3/2ppP3/5P2/2P5/PP1P2PP/RNBQK1NR w KQkq - 0 7","0","1","1","1","1"
"r1bq1rk1/ppp2ppp/2np1n2/2b5/2BP4/2N2N2/PPP2PPP/R1BQR1K1 b - - 0 8","0","0","0","0","0"
"8/pp4k1/4R3/5ppp/3P4/P1P5/5PPK/8 w - - 1 38","1","0","0","0","0"
"4k2r/3r1ppp/2QBp3/3p2q1/4b3/1P2P3/P4PPP/R4RK1 b k - 11 27","1","0","0","1","0"
"r7/1p4k1/p1pp2B1/4p3/2P5/PP2P3/1BKP4/8 w - - 1 30","1","0","0","0","0"
"rnbqk2r/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R b KQkq - 2 4","0","1","1","1","1"
"r3k1nr/pp1np2p/2pq1pp1/3p4/8/3B1P2/PPPNQPPP/2KR3R w kq - 4 12","-1","0","0","1","1"
"r2r2k1/p4pp1/3P3p/3R4/2p5/2P5/PP3PPP/R5K1 w - - 0 26","1","0","0","0","0"
"r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2NP4/PPP2PPP/R1BQKBNR b KQkq - 2 3","0","1","1","1","1"
"6k1/4rp2/4p1p1/p5P1/1p1PK3/1P6/P1P3P1/4R2R b - - 0 41","1","0","0","0","0"
"rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3","0","1","1","1","1"
"8/2n2k2/7K/5r2/8/8/8/7q w - - 2 45","-1","0","0","0","0"
"3r3r/k7/pn4p1/2p1pp1p/2P5/1PqP2QP/6PN/R2R3K b - - 5 27","-1","0","0","0","0"
"rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2","1","1","1","1","1"
"4r1k1/3QNpp1/1q1n3p/pPp5/P7/7P/4BPP1/5RK1 b - - 0 26","1","0","0","0","0"
"r1bqkb1r/pppp1ppp/5n2/4p3/2BnP3/5Q1N/PPPP1PPP/RNB1K2R w KQkq - 6 5","0","1","1","1","1"
"6k1/6p1/2p1n1p1/pr4P1/3RN3/1P1P4/2PK4/8 w - - 1 42","0","0","0","0","0"
"3r3k/pp1P2pp/8/4p1q1/4Pp2/1Q3B1b/P4PPP/5RK1 w - - 0 25","0","0","0","0","0"
"rnbq1rk1/1pp1ppbp/p2p1np1/8/3P1B2/N1P2P2/PP2P1PP/R2QKBNR b KQ - 0 7","0","1","1","0","0"
"r1b2rk1/1ppp1ppp/p1nb1qn1/4N3/3P1P2/3B2P1/PPP4P/RNBQ1RK1 w - - 0 10","0","0","0","0","0"
"rn2k3/1Bpb2p1/3ppn2/5p2/p1Pq4/P1N5/1P1KP3/R2Q4 w q - 0 23","-1","0","0","0","1"
"3r1rk1/pp3ppp/2n2q2/3Qpb2/2Pp4/3P1NP1/PP3PBP/R4RK1 w - - 6 17","0","0","0","0","0"
"r1bqkb1r/1p3pp1/p1n1pn1p/2p5/4P3/P1NP1NP1/1P1B1PBP/R2QK2R w KQkq - 3 11","0","1","1","1","1"
"r1bqk2r/ppp2ppp/2np1n2/2b1p3/4P3/2N2N2/PPPPBPPP/R1BQ1R1K b kq - 1 6","0","0","0","1","1"
"r1b1k2r/p4ppp/4p3/QpqpPn2/5B2/2P4P/PP1N1PP1/R3KB1R b KQkq - 0 15","1","1","1","1","1"
"r1b1k1r1/p2nq2p/2p1p3/1p2Q3/2PN1P2/bP1pK2B/P2P3P/1R5R w q - 8 22","-1","0","0","0","1"
"rn2k1nr/ppp1bpp1/3p2q1/4p2p/2B1P1b1/2PP1NP1/PP3PKP/RNBQ1R2 w kq - 0 9","0","0","0","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"r2q1rk1/2p2pp1/p2pbnnp/1pb1p3/4P3/2PP1N1P/PPB2PP1/R1BQRNK1 w - - 6 13","0","0","0","0","0"
"r3r3/pppq1pbk/3p3p/3PpPBn/2P5/2N3P1/PP1Q1P1P/3R1RK1 b - - 0 19","1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1","0","1","1","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"r2q1rk1/pp4pp/5p2/4Nb2/3PBP2/8/P1Q3PP/R4RK1 b - - 0 18","1","0","0","0","0"
"r1bq1rk1/pppn1pb1/4p1pp/3nP1N1/3P4/2PB4/PP4PP/RNBQ1RK1 w - - 0 11","0","0","0","0","0"
"rnbqkbnr/pppp1ppp/8/4p3/8/1P6/PBPPPPPP/RN1QKBNR b KQkq - 1 2","0","1","1","1","1"
"r6r/p1pnkppp/1p2pb2/8/2P5/1PN1Pb2/P1K2PPP/3R1B1R w - - 0 13","-1","0","0","0","0"
"r1bqk2r/ppp2ppp/2nb1n2/3p4/3P4/2PB3P/PP3PP1/RNBQK1NR w KQkq - 1 7","0","1","1","1","1"
"4nrk1/r2b1p1p/4p1pP/q2pPPb1/2pN2P1/p5N1/2QR2B1/R6K w - - 1 33","-1","0","0","0","0"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"4q1k1/p5p1/2pB1n1p/1p6/2p2Q2/7P/PP3PPK/8 b - - 3 28","-1","0","0","0","0"
"rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5","0","1","1","1","1"
"r2r2k1/3p1p1p/1pbNp1p1/p3Nq2/1nPP4/1Q2R2P/1P3PP1/3R2K1 w - - 11 29","-1","0","0","0","0"
"5rk1/1p3ppp/p2Q4/2PP4/1P1bB3/3P2P1/P1q4P/5R1K b - - 0 27","1","0","0","0","0"
"5k2/p4ppp/3p4/2p5/P2q1P2/5KP1/3BR2P/4R3 b - - 4 31","1","0","0","0","0"
"5rk1/p3q1bp/5pb1/3pn3/3B2P1/8/PPPQB2P/2KR3R w - - 0 22","1","0","0","0","0"
"rnbqkbnr/ppp2ppp/8/3Pp3/8/8/PPPP1PPP/RNBQKBNR w KQkq e6 0 3","1","1","1","1","1"
"r1b1k2r/p3b1p1/2p1p2p/3p3n/2B1P3/2N5/PP3PPP/R1B2RK1 w kq - 0 13","0","0","0","1","1"
"8/8/8/pp2k3/2b1p1p1/P1P1K1P1/1P6/4N3 w - - 0 51","0","0","0","0","0"
"8/6p1/pp5p/5p1k/2P1p2r/1P2K3/P7/R7 b - - 1 41","-1","0","0","0","0"
"rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3","0","1","1","1","1"
"rnbqk2r/pp2bppp/4p1n1/1B1pP3/3P1P2/5N2/PP4PP/RNBQK2R b KQkq - 1 8","0","1","1","1","1"
"3n4/4Q2k/1q4p1/pp5p/8/P2P2PP/1PP2P2/6K1 b - - 3 34","0","0","0","0","0"
"8/p6P/1p5K/8/2P1k3/1P4q1/P7/4n3 b - - 6 52","-1","0","0","0","0"
"rnb1k1nr/pp3ppp/1qp1p3/3pP3/3P4/P1P5/2PQ1PPP/R1B1KBNR b KQkq - 0 7","0","1","1","1","1"
"r3k2r/pp4pp/2nq4/3P1b2/4p3/2N5/PP3PP1/R1BQ1RK1 b kq - 0 16","0","0","0","1","1"
"2k5/1pp5/3p4/p4R1p/3P2p1/6K1/2r3PP/8 b - - 1 36","-1","0","0","0","0"
"rnb1kbnr/ppp1qppp/3p4/4p3/4P3/3P1N2/PPP2PPP/RNBQKB1R w KQkq - 0 4","0","1","1","1","1"
"r1bqk2r/ppp1bppp/2np1n2/4p3/2B1P3/2P2N1P/PP1P1PP1/RNBQK2R w KQkq - 1 6","0","1","1","1","1"
"r2qkbnr/3p1ppp/p3p3/1p2P3/8/2N1B1P1/PPP2PKP/R2Q1R2 b kq - 2 12","0","0","0","1","1"
"q3r2k/2r3p1/5p1p/2p1nQ2/8/1PN4P/P4PP1/3R2K1 w - - 1 37","-1","0","0","0","0"
"r2q2k1/1bpn2b1/pp1p2pp/3P4/5rN1/P1N4P/1PPBQ1P1/R5K1 w - - 0 19","-1","0","0","0","0"
"2r1r3/pp2ppkp/1q1p2p1/8/4P3/3B2Q1/bPP2PPP/2KR3R b - - 1 18","-1","0","0","0","0"
"rnbqkbnr/p1pppppp/1p6/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2","0","1","1","1","1"
"r1bqkbnr/pp1p1ppp/4p3/8/3QP3/8/PPP2PPP/RNB1KB1R w KQkq - 0 6","0","1","1","1","1"
"r3kb1r/pp1b1ppp/1qB1p3/2ppPn2/P2P1P2/2P2N2/1P4PP/RNBQK2R b KQkq - 0 9","1","1","1","1","1"
"7k/pp3p1p/2rB1R2/4p3/4P3/1P1PK2P/8/8 w - - 5 30","1","0","0","0","0"
"r2q1bnr/pk4p1/1pn1Q2p/3N4/2B5/8/PP3PPP/R1B1K2R w KQ - 1 15","1","1","1","0","0"
"2r2r2/p3nP2/b1p1P3/B1kp3p/6p1/P1N5/1PP3PP/3RR1K1 b - - 0 25","1","0","0","0","0"
"r2qkb1r/ppp2ppp/2n1pn2/3p1b2/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 4 6","0","1","1","1","1"
"5rk1/p4p2/2p2n1p/1p2P1p1/8/1PN2BP1/P1n2PKP/3R4 b - - 0 23","0","0","0","0","0"
"5b1r/Q2nk1pp/4pnq1/8/2B2R2/1PNKP3/P7/R7 w - - 4 26","1","0","0","0","0"
"r2qkb1r/p4ppp/2p1pn2/2pp3b/8/1P2PN1P/PBPP1PP1/RN1Q1RK1 w kq - 0 9","0","0","0","1","1"
"rn2k1nr/ppp2ppp/8/3Bp3/3b4/5N1b/PPPKPP1P/RNB2Q2 b kq - 0 9","1","0","0","1","1"
"rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1","0","1","1","1","1"
"2kr1b1r/1pp2ppp/p3bq2/3P4/1P1pP3/P2P4/5PPP/R1BQKB1R b KQ - 0 12","1","1","1","0","0"
"rn1q1rk1/ppp1bppp/3pbn2/4p1B1/2B1P3/2NP1Q2/PPP2PPP/R3K1NR w KQ - 3 7","0","1","1","0","0"
"3qkb1r/p1p1nppp/2N5/1r6/3P4/2N5/PPb2PPP/R1B1KB1R w KQk - 0 12","-1","1","1","1","0"
"3q1rk1/p1pb1p1p/2pp2pQ/4P3/8/3B4/PrP2PPP/4R1K1 b - - 0 16","-1","0","0","0","0"
"r2qkbnr/pp3pp1/2n1p3/2ppP1Bp/3P3P/2PQ1N2/PP3PP1/RN2K2R b KQkq - 1 9","0","1","1","1","1"
"2r3k1/5p1p/5qpB/8/4R3/1n3B2/1P3PPP/2Q1R1K1 b - - 0 30","1","0","0","0","0"
